Case ID,Predicted_Distance,Batching_Partition,merged_activity
declaration 93825,276890.0,0.0,Request Payment_Payment Handled
declaration 88919,276792.0,0.0,Request Payment_Payment Handled
declaration 95788,881555.0,0.0,Request Payment_Payment Handled
declaration 90118,881535.0,0.0,Request Payment_Payment Handled
declaration 88109,287633.0,0.0,Request Payment_Payment Handled
declaration 89330,282108.0,0.0,Request Payment_Payment Handled
declaration 89326,281934.0,0.0,Request Payment_Payment Handled
declaration 89539,281914.0,0.0,Request Payment_Payment Handled
declaration 92752,280954.0,0.0,Request Payment_Payment Handled
declaration 92760,280917.0,0.0,Request Payment_Payment Handled
declaration 92756,280861.0,0.0,Request Payment_Payment Handled
declaration 89449,271813.0,0.0,Request Payment_Payment Handled
declaration 86795,617014.0,0.0,Request Payment_Payment Handled
declaration 94933,271171.0,0.0,Request Payment_Payment Handled
declaration 89532,271112.0,0.0,Request Payment_Payment Handled
declaration 89577,616375.0,0.0,Request Payment_Payment Handled
declaration 91058,616310.0,0.0,Request Payment_Payment Handled
declaration 88915,2427059.0,0.0,Request Payment_Payment Handled
declaration 89543,270614.0,0.0,Request Payment_Payment Handled
declaration 93562,2426939.0,0.0,Request Payment_Payment Handled
declaration 88482,269434.0,0.0,Request Payment_Payment Handled
declaration 88826,269022.0,0.0,Request Payment_Payment Handled
declaration 88573,268971.0,0.0,Request Payment_Payment Handled
declaration 93566,268806.0,0.0,Request Payment_Payment Handled
declaration 89461,543346.0,0.0,Request Payment_Payment Handled
declaration 89815,197648.0,0.0,Request Payment_Payment Handled
declaration 89466,197545.0,0.0,Request Payment_Payment Handled
declaration 89334,197526.0,0.0,Request Payment_Payment Handled
declaration 89573,197279.0,0.0,Request Payment_Payment Handled
declaration 86897,197249.0,0.0,Request Payment_Payment Handled
declaration 89548,197225.0,0.0,Request Payment_Payment Handled
declaration 89519,196941.0,0.0,Request Payment_Payment Handled
declaration 89384,196857.0,0.0,Request Payment_Payment Handled
declaration 89514,196777.0,0.0,Request Payment_Payment Handled
declaration 90892,186151.0,0.0,Request Payment_Payment Handled
declaration 89706,185688.0,0.0,Request Payment_Payment Handled
declaration 89731,185688.0,0.0,Request Payment_Payment Handled
declaration 93614,185688.0,0.0,Request Payment_Payment Handled
declaration 88582,185688.0,0.0,Request Payment_Payment Handled
declaration 90879,185656.0,0.0,Request Payment_Payment Handled
declaration 88923,529484.0,0.0,Request Payment_Payment Handled
declaration 89701,181750.0,0.0,Request Payment_Payment Handled
declaration 89589,373372.0,0.0,Request Payment_Payment Handled
declaration 94368,373346.0,0.0,Request Payment_Payment Handled
declaration 92510,373092.0,0.0,Request Payment_Payment Handled
declaration 94870,373070.0,0.0,Request Payment_Payment Handled
declaration 89279,373000.0,0.0,Request Payment_Payment Handled
declaration 86564,372972.0,0.0,Request Payment_Payment Handled
declaration 95783,372947.0,0.0,Request Payment_Payment Handled
declaration 88119,367666.0,0.0,Request Payment_Payment Handled
declaration 86901,364798.0,0.0,Request Payment_Payment Handled
declaration 88123,357200.0,0.0,Request Payment_Payment Handled
declaration 90887,351534.0,0.0,Request Payment_Payment Handled
declaration 89593,351479.0,0.0,Request Payment_Payment Handled
declaration 89552,287851.0,0.0,Request Payment_Payment Handled
declaration 93619,287851.0,0.0,Request Payment_Payment Handled
declaration 93833,287851.0,0.0,Request Payment_Payment Handled
declaration 94012,287851.0,0.0,Request Payment_Payment Handled
declaration 89598,287851.0,0.0,Request Payment_Payment Handled
declaration 92846,287851.0,0.0,Request Payment_Payment Handled
declaration 88991,287851.0,0.0,Request Payment_Payment Handled
declaration 88445,269726.0,0.0,Request Payment_Payment Handled
declaration 93838,269726.0,0.0,Request Payment_Payment Handled
declaration 89100,269726.0,0.0,Request Payment_Payment Handled
declaration 89475,269726.0,0.0,Request Payment_Payment Handled
declaration 95047,269726.0,0.0,Request Payment_Payment Handled
declaration 95052,269726.0,0.0,Request Payment_Payment Handled
declaration 87930,269726.0,0.0,Request Payment_Payment Handled
declaration 89470,269726.0,0.0,Request Payment_Payment Handled
declaration 92525,269719.0,0.0,Request Payment_Payment Handled
declaration 91080,280957.0,0.0,Request Payment_Payment Handled
declaration 88587,280928.0,0.0,Request Payment_Payment Handled
declaration 92521,280906.0,0.0,Request Payment_Payment Handled
declaration 91328,273374.0,0.0,Request Payment_Payment Handled
declaration 94017,197029.0,0.0,Request Payment_Payment Handled
declaration 89480,197029.0,0.0,Request Payment_Payment Handled
declaration 89286,196180.0,0.0,Request Payment_Payment Handled
declaration 89602,196152.0,0.0,Request Payment_Payment Handled
declaration 93571,196133.0,0.0,Request Payment_Payment Handled
declaration 94874,194502.0,0.0,Request Payment_Payment Handled
declaration 95393,184699.0,0.0,Request Payment_Payment Handled
declaration 89711,173982.0,0.0,Request Payment_Payment Handled
declaration 92517,367219.0,0.0,Request Payment_Payment Handled
declaration 91617,367206.0,0.0,Request Payment_Payment Handled
declaration 89557,367206.0,0.0,Request Payment_Payment Handled
declaration 87921,367206.0,0.0,Request Payment_Payment Handled
declaration 89581,367206.0,0.0,Request Payment_Payment Handled
declaration 91094,367147.0,0.0,Request Payment_Payment Handled
declaration 92860,367147.0,0.0,Request Payment_Payment Handled
declaration 89569,367147.0,0.0,Request Payment_Payment Handled
declaration 89620,367103.0,0.0,Request Payment_Payment Handled
declaration 95388,367088.0,0.0,Request Payment_Payment Handled
declaration 93575,367041.0,0.0,Request Payment_Payment Handled
declaration 92808,367041.0,0.0,Request Payment_Payment Handled
declaration 92851,367041.0,0.0,Request Payment_Payment Handled
declaration 95397,362373.0,0.0,Request Payment_Payment Handled
declaration 89611,362373.0,0.0,Request Payment_Payment Handled
declaration 89662,362373.0,0.0,Request Payment_Payment Handled
declaration 89606,362372.0,0.0,Request Payment_Payment Handled
declaration 91089,360736.0,0.0,Request Payment_Payment Handled
declaration 89643,360736.0,0.0,Request Payment_Payment Handled
declaration 88591,359835.0,0.0,Request Payment_Payment Handled
declaration 90246,359816.0,0.0,Request Payment_Payment Handled
declaration 93610,359068.0,0.0,Request Payment_Payment Handled
declaration 88996,351301.0,0.0,Request Payment_Payment Handled
declaration 91076,351301.0,0.0,Request Payment_Payment Handled
declaration 86912,351301.0,0.0,Request Payment_Payment Handled
declaration 87925,279796.0,0.0,Request Payment_Payment Handled
declaration 93624,279796.0,0.0,Request Payment_Payment Handled
declaration 91068,283549.0,0.0,Request Payment_Payment Handled
declaration 89671,272760.0,0.0,Request Payment_Payment Handled
declaration 89625,272760.0,0.0,Request Payment_Payment Handled
declaration 88212,267879.0,0.0,Request Payment_Payment Handled
declaration 90883,267860.0,0.0,Request Payment_Payment Handled
declaration 94879,199329.0,0.0,Request Payment_Payment Handled
declaration 88928,199275.0,0.0,Request Payment_Payment Handled
declaration 91098,199249.0,0.0,Request Payment_Payment Handled
declaration 86916,199227.0,0.0,Request Payment_Payment Handled
declaration 94372,199209.0,0.0,Request Payment_Payment Handled
declaration 89616,199178.0,0.0,Request Payment_Payment Handled
declaration 95402,199159.0,0.0,Request Payment_Payment Handled
declaration 92856,199147.0,0.0,Request Payment_Payment Handled
declaration 88982,199124.0,0.0,Request Payment_Payment Handled
declaration 89524,199101.0,0.0,Request Payment_Payment Handled
declaration 95384,199083.0,0.0,Request Payment_Payment Handled
declaration 89565,199066.0,0.0,Request Payment_Payment Handled
declaration 92764,184432.0,0.0,Request Payment_Payment Handled
declaration 86892,184432.0,0.0,Request Payment_Payment Handled
declaration 93817,184432.0,0.0,Request Payment_Payment Handled
declaration 89000,182193.0,0.0,Request Payment_Payment Handled
declaration 94114,182169.0,0.0,Request Payment_Payment Handled
declaration 93843,182142.0,0.0,Request Payment_Payment Handled
declaration 93645,458088.0,0.0,Request Payment_Payment Handled
declaration 91459,458088.0,0.0,Request Payment_Payment Handled
declaration 89676,374500.0,0.0,Request Payment_Payment Handled
declaration 89004,367527.0,0.0,Request Payment_Payment Handled
declaration 95406,367527.0,0.0,Request Payment_Payment Handled
declaration 91622,367527.0,0.0,Request Payment_Payment Handled
declaration 89652,367527.0,0.0,Request Payment_Payment Handled
declaration 92613,367526.0,0.0,Request Payment_Payment Handled
declaration 89630,367526.0,0.0,Request Payment_Payment Handled
declaration 92609,962043.0,0.0,Request Payment_Payment Handled
declaration 95907,288408.0,0.0,Request Payment_Payment Handled
declaration 92865,275196.0,0.0,Request Payment_Payment Handled
declaration 88128,275085.0,0.0,Request Payment_Payment Handled
declaration 93946,274146.0,0.0,Request Payment_Payment Handled
declaration 92870,272185.0,0.0,Request Payment_Payment Handled
declaration 86928,266772.0,0.0,Request Payment_Payment Handled
declaration 89850,266753.0,0.0,Request Payment_Payment Handled
declaration 91084,266736.0,0.0,Request Payment_Payment Handled
declaration 89684,266600.0,0.0,Request Payment_Payment Handled
declaration 89680,266559.0,0.0,Request Payment_Payment Handled
declaration 86920,266533.0,0.0,Request Payment_Payment Handled
declaration 89791,269015.0,0.0,Request Payment_Payment Handled
declaration 89108,268053.0,0.0,Request Payment_Payment Handled
declaration 91102,268033.0,0.0,Request Payment_Payment Handled
declaration 94883,267995.0,0.0,Request Payment_Payment Handled
declaration 92813,267965.0,0.0,Request Payment_Payment Handled
declaration 95792,265280.0,0.0,Request Payment_Payment Handled
declaration 89647,204520.0,0.0,Request Payment_Payment Handled
declaration 92874,550115.0,0.0,Request Payment_Payment Handled
declaration 90250,186854.0,0.0,Request Payment_Payment Handled
declaration 92817,186825.0,0.0,Request Payment_Payment Handled
declaration 89736,186808.0,0.0,Request Payment_Payment Handled
declaration 89715,186766.0,0.0,Request Payment_Payment Handled
declaration 89639,186723.0,0.0,Request Payment_Payment Handled
declaration 94376,186723.0,0.0,Request Payment_Payment Handled
declaration 89635,186723.0,0.0,Request Payment_Payment Handled
declaration 91217,182660.0,0.0,Request Payment_Payment Handled
declaration 93580,363629.0,0.0,Request Payment_Payment Handled
declaration 86924,359984.0,0.0,Request Payment_Payment Handled
declaration 89723,358257.0,0.0,Request Payment_Payment Handled
declaration 94887,358209.0,0.0,Request Payment_Payment Handled
declaration 89801,358170.0,0.0,Request Payment_Payment Handled
declaration 91106,1826800.0,0.0,Request Payment_Payment Handled
declaration 92618,617146.0,0.0,Request Payment_Payment Handled
declaration 94118,281060.0,0.0,Request Payment_Payment Handled
declaration 95513,281060.0,0.0,Request Payment_Payment Handled
declaration 89752,262753.0,0.0,Request Payment_Payment Handled
declaration 91299,262753.0,0.0,Request Payment_Payment Handled
declaration 94891,272824.0,0.0,Request Payment_Payment Handled
declaration 91221,272700.0,0.0,Request Payment_Payment Handled
declaration 92822,272433.0,0.0,Request Payment_Payment Handled
declaration 86935,272283.0,0.0,Request Payment_Payment Handled
declaration 92830,267590.0,0.0,Request Payment_Payment Handled
declaration 86939,267590.0,0.0,Request Payment_Payment Handled
declaration 92826,267590.0,0.0,Request Payment_Payment Handled
declaration 94079,267590.0,0.0,Request Payment_Payment Handled
declaration 94083,267590.0,0.0,Request Payment_Payment Handled
declaration 95062,267590.0,0.0,Request Payment_Payment Handled
declaration 95518,267590.0,0.0,Request Payment_Payment Handled
declaration 89822,267590.0,0.0,Request Payment_Payment Handled
declaration 93951,267590.0,0.0,Request Payment_Payment Handled
declaration 93584,181569.0,0.0,Request Payment_Payment Handled
declaration 89757,181550.0,0.0,Request Payment_Payment Handled
declaration 89744,179186.0,0.0,Request Payment_Payment Handled
declaration 89122,178272.0,0.0,Request Payment_Payment Handled
declaration 89796,456108.0,0.0,Request Payment_Payment Handled
declaration 89657,456103.0,0.0,Request Payment_Payment Handled
declaration 91110,456076.0,0.0,Request Payment_Payment Handled
declaration 86959,377444.0,0.0,Request Payment_Payment Handled
declaration 89688,370838.0,0.0,Request Payment_Payment Handled
declaration 89748,367561.0,0.0,Request Payment_Payment Handled
declaration 89826,621630.0,0.0,Request Payment_Payment Handled
declaration 89009,362420.0,0.0,Request Payment_Payment Handled
declaration 89764,621630.0,0.0,Request Payment_Payment Handled
declaration 89585,348159.0,0.0,Request Payment_Payment Handled
declaration 89783,348127.0,0.0,Request Payment_Payment Handled
declaration 95017,348127.0,0.0,Request Payment_Payment Handled
declaration 89740,348108.0,0.0,Request Payment_Payment Handled
declaration 95912,348092.0,0.0,Request Payment_Payment Handled
declaration 93650,348064.0,0.0,Request Payment_Payment Handled
declaration 86964,348034.0,0.0,Request Payment_Payment Handled
declaration 94087,347989.0,0.0,Request Payment_Payment Handled
declaration 86952,347989.0,0.0,Request Payment_Payment Handled
declaration 89719,347821.0,0.0,Request Payment_Payment Handled
declaration 95523,347774.0,0.0,Request Payment_Payment Handled
declaration 91464,284178.0,0.0,Request Payment_Payment Handled
declaration 89805,283402.0,0.0,Request Payment_Payment Handled
declaration 89810,283402.0,0.0,Request Payment_Payment Handled
declaration 88094,273297.0,0.0,Request Payment_Payment Handled
declaration 89944,269051.0,0.0,Request Payment_Payment Handled
declaration 89768,288727.0,0.0,Request Payment_Payment Handled
declaration 92631,194901.0,0.0,Request Payment_Payment Handled
