Case ID,Predicted_Distance,Batching_Partition,merged_activity
declaration 86641,353775.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86654,8919.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86650,74786.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86632,428060.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86658,72799.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86664,439889.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86668,9668.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86677,428567.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86809,591038.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86685,588142.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86672,585727.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86604,253018.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86689,611501.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86720,15064.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86620,254280.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93588,155026.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90824,77159.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 91295,138045.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93592,218174.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89421,91264.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88710,86977.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93602,261218.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86681,261040.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89393,254678.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86693,5511.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86632,245298.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89397,498937.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88822,78384.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94736,166246.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94895,690094.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90912,454584.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90919,452700.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90090,85303.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88932,445759.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89425,599140.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89401,442768.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86620,607137.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 95235,434943.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94740,38991.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 92482,17841.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89220,519266.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88830,259999.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88714,253998.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88936,243890.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89453,243627.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94744,346835.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88940,346700.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94899,247811.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94903,245595.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93453,212792.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89338,178393.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94907,111448.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89342,111219.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90829,718404.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88944,112349.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88718,101137.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 91299,5195161.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94748,86839.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89356,688544.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88948,76441.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89351,26880.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 91303,627831.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90923,175607.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89346,175669.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 92486,189222.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88453,272183.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86764,483756.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89247,55521.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93809,543824.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88457,179222.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86776,416233.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 91307,609782.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88188,71416.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89297,511979.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93606,110876.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88461,618144.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89301,605356.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89225,95202.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88722,609849.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89360,90661.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88179,590182.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89309,312379.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 95239,312171.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89229,311532.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89364,373586.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 95243,368518.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93466,452197.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93592,362417.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90106,352506.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88952,236489.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88192,274519.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88196,274334.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89692,795491.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94911,795470.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93461,973912.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89368,794357.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89405,793797.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88427,97821.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88838,94824.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88842,782001.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89409,237542.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 92744,173364.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89485,171690.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89233,166795.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89376,71981.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90098,200901.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90928,200826.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 91603,110745.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93471,708695.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90933,708695.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88956,105996.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88465,703078.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88846,702290.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90833,702091.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89380,701896.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 95247,87844.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 95251,245651.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88469,60540.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88960,60173.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88730,751391.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90110,18936.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88076,93453.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88200,78947.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93476,78564.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88204,78375.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94916,77988.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88734,77604.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 92490,412911.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89290,48497.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86800,38711.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88855,2463.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88080,528465.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94000,528127.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88969,527901.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88208,80086.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94004,82772.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93813,326006.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90114,578976.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90938,274302.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89413,7241.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 95255,436589.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94920,436251.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89259,514269.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88738,402196.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90942,196356.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 95259,16829.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 87913,189035.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89372,267886.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94008,185322.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88850,173434.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88973,171712.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88964,70063.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89237,70018.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88742,165077.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 95263,148664.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89263,211598.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89313,623129.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93480,175157.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89251,175249.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89490,96103.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 91312,94991.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94924,88463.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 95267,88044.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 92494,153396.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 95271,152456.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89494,152159.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89389,151447.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90837,27446.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88859,515326.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88977,448670.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88473,361062.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93485,278497.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 95275,277596.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 92498,3546.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94928,352180.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 95376,341895.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88098,216390.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88863,9425.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 92838,9099.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88746,85682.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89242,29282.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89494,276993.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89433,81561.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89697,79552.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93489,156506.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88102,155813.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88987,65878.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89501,69596.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93992,118857.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94752,194055.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89505,99628.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94757,75135.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89318,152845.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 86795,971560.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89509,112634.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89091,94800.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88102,101694.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 92748,67186.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 92752,930235.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88903,565795.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89267,19199.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89271,18769.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90883,2090902.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88212,2090635.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 92502,521822.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89437,13631.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89441,13072.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 95380,12197.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89417,11637.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 92506,11209.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93493,10638.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89457,10570.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89532,337114.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89539,856998.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88898,4932.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89095,508976.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 94933,860197.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88482,855339.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88826,855226.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 91324,499120.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88907,321101.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89445,269178.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88911,229323.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88915,567108.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88114,12818.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 91612,6590.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89322,181111.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93829,179322.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 91058,534493.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 91607,176897.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90118,265355.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 95783,763239.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89532,518441.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93562,503617.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89326,485898.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89577,447384.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 91062,90613.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 92842,85447.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 95788,177422.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89543,442441.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89449,440363.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89330,400584.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88573,365767.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 92517,1217469.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93566,360330.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89514,421854.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89384,421506.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88919,81585.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 93825,73983.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 92756,326060.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89581,1180499.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 88578,53451.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 92760,263732.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 90879,358081.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
declaration 89548,327396.0,0.0,Declaration FINAL_APPROVED by SUPERVISOR_Request Payment
